1,#genre#
常州都市,rtsp://180.100.166.166:554/PLTV/88888888/224/3221226001/10000100000000060000000000000358_0.smil
常州生活,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225902/10000100000000060000000000000357_0.smil
常州公共,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225898/10000100000000060000000000000356_0.smil
CCTV-1,rtsp://180.100.166.166:554/PLTV/88888888/224/3221226042/10000100000000060000000000000453_0.smil
CCTV-2,rtsp://180.100.166.166:554/PLTV/88888888/224/3221226038/10000100000000060000000000000452_0.smil
CCTV-3,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225525/10000100000000060000000000000021_0_mdn_1.smil
CCTV-4,rtsp://180.100.166.166:554/PLTV/88888888/224/3221226034/10000100000000060000000000000451_0.smil
CCTV-5,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225529/10000100000000060000000000000023_0_mdn_1.smil
CCTV-6,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225531/10000100000000060000000000000024_0_mdn_1.smil
CCTV-7,rtsp://180.100.166.166:554/PLTV/88888888/224/3221226030/10000100000000060000000000000450_0.smil
CCTV-8,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225533/10000100000000060000000000000025_0_mdn_1.smil
CCTV-10,rtsp://180.100.166.166:554/PLTV/88888888/224/3221226022/10000100000000060000000000000448_0.smil
CCTV-11,rtsp://180.100.166.166:554/PLTV/88888888/224/3221226018/10000100000000060000000000000447_0.smil
CCTV-12,rtsp://180.100.166.166:554/PLTV/88888888/224/3221226014/10000100000000060000000000000446_0.smil
CCTV-13,rtsp://180.100.166.166:554/PLTV/88888888/224/3221226010/10000100000000060000000000000445_0.smil
CCTV-少儿,rtsp://180.100.166.166:554/PLTV/88888888/224/3221226006/10000100000000060000000000000444_0.smil
CCTV-音乐,rtsp://180.100.166.166:554/PLTV/88888888/224/3221226097/10000100000000060000000000000443_0.smil
CGTN,rtsp://180.100.166.166:554/PLTV/88888888/224/3221226026/10000100000000060000000000000449_0.smil
中国教育1,rtsp://180.100.166.166:554/PLTV/88888888/224/3221226054/10000100000000060000000000000466_0.smil
中国教育2,rtsp://180.100.166.166:554/PLTV/88888888/224/3221226046/10000100000000060000000000000464_0.smil
中国教育4,rtsp://180.100.166.166:554/PLTV/88888888/224/3221226050/10000100000000060000000000000465_0.smil
湖南卫视,rtsp://180.100.166.166:554/PLTV/88888888/224/3221226069/10000100000000060000000000000436_0.smil
江苏卫视,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225593/10000100000000060000000000000108_0.smil
